Id,SalePrice
2099,66268.94
2100,63651.625
2101,123488.94
2102,120128.81
2103,99873.31
2104,165827.81
2105,131310.75
2106,76820.625
2107,191383.75
2108,118818.25
2109,119030.81
2110,117640.75
2111,107716.81
2112,141690.81
2113,118976.375
2114,101813.69
2115,169719.62
2116,121451.19
2117,147354.88
2118,120280.06
2119,110400.75
2120,105287.0
2121,97811.81
2122,126577.31
2123,86071.5
2124,176026.44
2125,137461.38
2126,153455.0
2127,147033.81
2128,128776.375
2129,71962.69
2130,148656.0
2131,142269.75
2132,102696.5
2133,125180.81
2134,99895.31
2135,90236.94
2136,56378.75
2137,101667.625
2138,119721.94
2139,138967.56
2140,147638.44
2141,171365.31
2142,126943.0
2143,157324.31
2144,101160.625
2145,137094.75
2146,186737.0
2147,143312.94
2148,146013.75
2149,140364.38
2150,243029.62
2151,116289.31
2152,183084.12
2153,187687.25
2154,102834.94
2155,131988.31
2156,254270.62
2157,226230.94
2158,253637.38
2159,222537.12
2160,181264.88
2161,233724.31
2162,391200.7
2163,350441.8
2164,258164.44
2165,202083.56
2166,163340.12
2167,220832.56
2168,183801.69
2169,193440.5
2170,203739.44
2171,164880.38
2172,141853.44
2173,202030.5
2174,211783.38
2175,286835.7
2176,309185.88
2177,241151.94
2178,211451.5
2179,130477.125
2180,217297.81
2181,193432.56
2182,213418.94
2183,193544.25
2184,116470.125
2185,115103.0
2186,139791.75
2187,149740.31
2188,152297.69
2189,304748.25
2190,74678.69
2191,55572.688
2192,96894.125
2193,123929.0
2194,90515.56
2195,92086.5
2196,103630.0
2197,124018.19
2198,144809.88
2199,191232.75
2200,158168.44
2201,148404.44
2202,203126.44
2203,147285.12
2204,188247.81
2205,122577.875
2206,150215.31
2207,227553.62
2208,252997.06
2209,260022.69
2210,122608.875
2211,115119.81
2212,120097.56
2213,116252.69
2214,150489.5
2215,107564.19
2216,157436.88
2217,58157.0
2218,85336.69
2219,97583.875
2220,40969.812
2221,337690.56
2222,285860.0
2223,296668.06
2224,197299.0
2225,124843.0
2226,186934.62
2227,194587.88
2228,272842.3
2229,240736.5
2230,162978.94
2231,202970.62
2232,176431.19
2233,171966.81
2234,245216.31
2235,217864.44
2236,242326.44
2237,289763.5
2238,195597.38
2239,81162.125
2240,149690.56
2241,136268.5
2242,114772.0
2243,126381.0
2244,116292.19
2245,136930.38
2246,130778.75
2247,111894.375
2248,137502.31
2249,119964.06
2250,127936.25
2251,108070.5
2252,176275.25
2253,166831.31
2254,189713.62
2255,184810.5
2256,168103.94
2257,229564.06
2258,145513.62
2259,178813.31
2260,136978.06
2261,227379.38
2262,236313.25
2263,410210.8
2264,461330.56
2265,169278.12
2266,330249.5
2267,349503.06
2268,399725.56
2269,152727.38
2270,183810.81
2271,198413.75
2272,189559.56
2273,147260.69
2274,176096.81
2275,140624.69
2276,188810.62
2277,174395.38
2278,153734.06
2279,123253.44
2280,116216.06
2281,149895.5
2282,159754.31
2283,104144.25
2284,120230.94
2285,139283.0
2286,119201.5
2287,384407.8
2288,287861.0
2289,349514.44
2290,415108.2
2291,336517.2
2292,422021.94
2293,441339.7
2294,400950.7
2295,444503.56
2296,263238.44
2297,365641.56
2298,369917.7
2299,312644.3
2300,320176.94
2301,327898.94
2302,258802.12
2303,257225.38
2304,245899.88
2305,205705.81
2306,197866.19
2307,208266.69
2308,235185.12
2309,310116.25
2310,229439.06
2311,208949.44
2312,203593.31
2313,172433.44
2314,171558.62
2315,185524.81
2316,204577.88
2317,188565.75
2318,179947.94
2319,189359.56
2320,185679.81
2321,247230.19
2322,199450.31
2323,210254.56
2324,189993.81
2325,212127.62
2326,172993.12
2327,201701.81
2328,221303.62
2329,192356.38
2330,180776.25
2331,336201.3
2332,412196.8
2333,324319.75
2334,272246.0
2335,304026.7
2336,316610.25
2337,194306.12
2338,254289.44
2339,230346.94
2340,364171.7
2341,218754.25
2342,237612.94
2343,224883.0
2344,225472.38
2345,222337.0
2346,231078.25
2347,204817.88
2348,255440.06
2349,232135.19
2350,294974.12
2351,272181.12
2352,248407.44
2353,248093.06
2354,160345.56
2355,147808.0
2356,153650.88
2357,188934.94
2358,204620.69
2359,137361.19
2360,114822.25
2361,150491.69
2362,239472.12
2363,154909.38
2364,161856.56
2365,215492.69
2366,195486.88
2367,220493.19
2368,213680.56
2369,220068.06
2370,169113.81
2371,165320.12
2372,184922.5
2373,284914.5
2374,316237.88
2375,244060.56
2376,275996.75
2377,320417.62
2378,151241.94
2379,218392.81
2380,127682.44
2381,164208.06
2382,201822.56
2383,192752.81
2384,219815.44
2385,155678.0
2386,117896.0
2387,125166.19
2388,102416.25
2389,112832.5
2390,161535.25
2391,143327.0
2392,109033.81
2393,160969.75
2394,148561.75
2395,196230.0
2396,136339.44
2397,209234.12
2398,131128.25
2399,70678.81
2400,79643.81
2401,131050.75
2402,136454.06
2403,144685.94
2404,148773.88
2405,148285.44
2406,147264.94
2407,123068.31
2408,144918.81
2409,109048.44
2410,119753.56
2411,116235.94
2412,160938.56
2413,119084.06
2414,160224.31
2415,126715.19
2416,132554.38
2417,140663.62
2418,131507.56
2419,135046.56
2420,130050.44
2421,131341.0
2422,97704.06
2423,125479.375
2424,143831.5
2425,245265.62
2426,128667.69
2427,127213.81
2428,188692.88
2429,100836.56
2430,122663.625
2431,100885.125
2432,155383.5
2433,156639.31
2434,142061.25
2435,158782.19
2436,106686.125
2437,92621.125
2438,108964.69
2439,92606.19
2440,123901.56
2441,79480.81
2442,94710.25
2443,140083.56
2444,99179.44
2445,83690.5
2446,147077.5
2447,181785.62
2448,140310.44
2449,115494.75
2450,147306.25
2451,122495.06
2452,190696.88
2453,103365.31
2454,112053.69
2455,112748.75
2456,124345.19
2457,143520.44
2458,147284.44
2459,119361.44
2460,145633.56
2461,141260.88
2462,138335.44
2463,135634.94
2464,185339.12
2465,122726.75
2466,121598.375
2467,123582.25
2468,80125.875
2469,73587.75
2470,214795.0
2471,212511.75
2472,162655.38
2473,122784.19
2474,71207.375
2475,211521.44
2476,122705.19
2477,113396.875
2478,142893.19
2479,102076.75
2480,169367.38
2481,123241.5
2482,120375.625
2483,99743.44
2484,127912.25
2485,119218.06
2486,143651.44
2487,206536.0
2488,180566.81
2489,150197.56
2490,149696.31
2491,95683.81
2492,191617.94
2493,152023.56
2494,141623.31
2495,80958.44
2496,251902.38
2497,148390.19
2498,109119.81
2499,69683.25
2500,114630.44
2501,143409.62
2502,151700.31
2503,102427.5
2504,178202.56
2505,228367.31
2506,250353.69
2507,267678.7
2508,247914.0
2509,215151.69
2510,217679.44
2511,180071.0
2512,208814.19
2513,221699.25
2514,298964.0
2515,162912.81
2516,175853.19
2517,161975.25
2518,163196.12
2519,254193.44
2520,230165.81
2521,177959.44
2522,220373.19
2523,106833.31
2524,145870.56
2525,145500.31
2526,154330.75
2527,128822.06
2528,139850.19
2529,173938.81
2530,134009.0
2531,252816.94
2532,217971.25
2533,190842.38
2534,244156.56
2535,276025.5
2536,219200.44
2537,263001.25
2538,185428.0
2539,185038.19
2540,190874.81
2541,178433.75
2542,169330.31
2543,101059.25
2544,132239.5
2545,132681.31
2546,115193.125
2547,135767.38
2548,132371.81
2549,146478.44
2550,545726.7
2551,142905.12
2552,131854.81
2553,56602.875
2554,82252.5
2555,87284.06
2556,100120.19
2557,98352.875
2558,153959.81
2559,140781.12
2560,160981.31
2561,159688.31
2562,152993.12
2563,161804.56
2564,211759.25
2565,174659.38
2566,169270.25
2567,134292.44
2568,175631.0
2569,231188.94
2570,108757.31
2571,208296.5
2572,157480.62
2573,212506.0
2574,273313.44
2575,137617.0
2576,122581.94
2577,167104.94
2578,61356.0
2579,56817.688
2580,103987.125
2581,129441.125
2582,126980.25
2583,273674.0
2584,152680.56
2585,184665.06
2586,216053.62
2587,194280.69
2588,111561.31
2589,140017.0
2590,199116.94
2591,230475.38
2592,208818.62
2593,246003.31
2594,181514.25
2595,214217.31
2596,281009.3
2597,192616.19
2598,301792.25
2599,329024.75
2600,160431.44
2601,138738.31
2602,74146.06
2603,97349.0
2604,87452.25
2605,66516.19
2606,134534.38
2607,210126.44
2608,208769.25
2609,168773.81
2610,110707.625
2611,130607.125
2612,163317.88
2613,131979.06
2614,120220.06
2615,152675.88
2616,157937.12
2617,195501.12
2618,211258.69
2619,192721.25
2620,192866.12
2621,173185.5
2622,176178.81
2623,243309.75
2624,282807.5
2625,276642.12
2626,182060.62
2627,182795.56
2628,478128.8
2629,508156.3
2630,398629.2
2631,434215.44
2632,455426.3
2633,322496.2
2634,420967.2
2635,145419.06
2636,182549.38
2637,191314.44
2638,261471.25
2639,215408.06
2640,147164.69
2641,116946.31
2642,167491.94
2643,105138.25
2644,117382.75
2645,110110.625
2646,95060.0
2647,97912.69
2648,144493.5
2649,155815.69
2650,130373.31
2651,138525.88
2652,383102.8
2653,264542.62
2654,266868.12
2655,405578.8
2656,362752.7
2657,354905.44
2658,313481.44
2659,349650.8
2660,362642.94
2661,368613.8
2662,378389.7
2663,268311.56
2664,307273.62
2665,349357.8
2666,305893.06
2667,177783.06
2668,186116.81
2669,188908.31
2670,273801.75
2671,182696.56
2672,200175.06
2673,193254.25
2674,191783.94
2675,195599.81
2676,193415.19
2677,197185.25
2678,272276.44
2679,281853.7
2680,293263.12
2681,417496.06
2682,328663.12
2683,514782.56
2684,336767.3
2685,336573.2
2686,235317.06
2687,299283.94
2688,218242.19
2689,224678.75
2690,391903.8
2691,191082.75
2692,156598.25
2693,197129.06
2694,141959.5
2695,192913.69
2696,182942.25
2697,188509.94
2698,197977.81
2699,166376.31
2700,148015.19
2701,140227.5
2702,102429.94
2703,141615.5
2704,146180.62
2705,113342.5
2706,91448.5
2707,107826.5
2708,134300.56
2709,108944.625
2710,134526.44
2711,206700.75
2712,341216.3
2713,163260.06
2714,154359.5
2715,172174.81
2716,141130.56
2717,183058.69
2718,221217.56
2719,154192.12
2720,175479.81
2721,125407.94
2722,155347.69
2723,138923.0
2724,118662.25
2725,125702.125
2726,136859.75
2727,180301.56
2728,192610.44
2729,158786.12
2730,144701.81
2731,126693.5
2732,136430.0
2733,159741.31
2734,137552.25
2735,133041.5
2736,135482.75
2737,123258.06
2738,123825.125
2739,155374.62
2740,129465.81
2741,143604.06
2742,156192.44
2743,140469.5
2744,166154.94
2745,136543.31
2746,142984.75
2747,160311.19
2748,121580.5
2749,139550.25
2750,116528.625
2751,139486.19
2752,130712.31
2753,154239.06
2754,230320.62
2755,136480.25
2756,93530.375
2757,79711.25
2758,81303.69
2759,154798.88
2760,146643.88
2761,132816.31
2762,130940.125
2763,193118.06
2764,147830.75
2765,293643.8
2766,129702.94
2767,79023.81
2768,113450.81
2769,143469.25
2770,135725.06
2771,97767.625
2772,101336.625
2773,167930.56
2774,144637.12
2775,129897.44
2776,138919.31
2777,150614.88
2778,109187.25
2779,138243.06
2780,72290.75
2781,76426.125
2782,97463.56
2783,118131.31
2784,133804.75
2785,127779.0
2786,66302.0
2787,121964.875
2788,77402.56
2789,158951.69
2790,90106.0
2791,101817.75
2792,64436.0
2793,149945.19
2794,110048.125
2795,118889.5
2796,101646.0
2797,172513.81
2798,109010.81
2799,98587.69
2800,62214.562
2801,110041.875
2802,117935.44
2803,146361.94
2804,134198.25
2805,96708.44
2806,65767.94
2807,187336.38
2808,159954.88
2809,133128.12
2810,128696.5
2811,182867.69
2812,191881.25
2813,165175.81
2814,170227.5
2815,100608.69
2816,211495.75
2817,158146.0
2818,119378.19
2819,199980.88
2820,142192.0
2821,111303.69
2822,182710.0
2823,323319.2
2824,180245.75
2825,154868.31
2826,124456.94
2827,113373.0
2828,239902.62
2829,214207.94
2830,212236.75
2831,181487.31
2832,237862.75
2833,315646.62
2834,227027.88
2835,230542.25
2836,187794.44
2837,147524.19
2838,154033.75
2839,160060.06
2840,205392.56
2841,200132.19
2842,221208.38
2843,147140.25
2844,182911.5
2845,122229.94
2846,205526.44
2847,222334.69
2848,206040.25
2849,194302.38
2850,274763.0
2851,204914.12
2852,223175.19
2853,234106.12
2854,142238.88
2855,201670.44
2856,197379.19
2857,186980.38
2858,208479.19
2859,78590.81
2860,125608.75
2861,116075.69
2862,162134.75
2863,126393.31
2864,221065.31
2865,147332.94
2866,124802.5
2867,98591.0
2868,73285.125
2869,97115.25
2870,111710.81
2871,79333.125
2872,30555.125
2873,77483.375
2874,141552.88
2875,104490.94
2876,156972.62
2877,140620.38
2878,156169.0
2879,132208.31
2880,106452.19
2881,133851.69
2882,191081.06
2883,197756.38
2884,208800.44
2885,188403.06
2886,198454.5
2887,102819.56
2888,147816.81
2889,49132.125
2890,87647.56
2891,136668.12
2892,25927.688
2893,68757.5
2894,43530.125
2895,321697.06
2896,277333.56
2897,220234.19
2898,147476.62
2899,209891.75
2900,149164.81
2901,211924.31
2902,172763.56
2903,304198.25
2904,352044.94
2905,107724.0
2906,200234.94
2907,102198.625
2908,120474.06
2909,140974.31
2910,79550.06
2911,73270.25
2912,153501.12
2913,64772.312
2914,68126.125
2915,78819.0
2916,74488.625
2917,166190.25
2918,105017.94
2919,215535.12
